Protein_ID,Sequence_Length,Molecular_Weight_kDa,Isoelectric_Point,Hydrophobicity,Secondary_Structure,Buffer_Type,Precipitant_Type,Precipitant_Concentration_%,pH,Temperature_C,Crystallization_Method,Crystallized
P09497,885,12.71,5.78,-0.016,Beta,Phosphate,MPD,8.37,8.5,4,Counter-diffusion,0
P09498,91,93.37,4.86,-0.063,Beta,Tris,Ammonium sulfate,7.13,8.5,4,Microbatch,0
P09499,964,23.08,7.06,0.451,Beta,Citrate,MPD,31.81,8.6,20,Sitting-drop,0
P09500,259,16.38,6.89,0.946,Alpha,Citrate,PEG 3350,20.91,8.7,37,Batch under oil,0
P09501,790,70.0,7.1,0.063,Beta,Tris,Ethanol,33.94,4.4,4,Counter-diffusion,0
P09502,911,19.15,8.94,0.463,Alpha,Phosphate,Ammonium sulfate,21.83,8.2,37,Microbatch,0
P09503,324,110.55,6.91,-0.299,Beta,Phosphate,Ethanol,7.61,7.4,37,Dialysis,0
P09504,328,145.5,9.4,0.199,Alpha,Citrate,MPD,20.88,5.4,20,Sitting-drop,0
P09505,300,87.59,9.05,-0.769,Mixed,Phosphate,Ethanol,28.31,7.3,37,Dialysis,1
P09506,359,39.1,7.91,0.63,Mixed,Citrate,MPD,23.08,7.8,20,Microbatch,1
P09507,769,127.26,4.34,-0.311,Beta,Phosphate,Ethanol,12.6,7.1,20,Free interface diffusion,0
P09508,882,128.7,9.19,-0.84,Alpha,HEPES,Ethanol,37.34,5.9,20,Sitting-drop,0
P09509,189,111.25,9.43,0.981,Mixed,Citrate,MPD,28.29,5.3,4,Hanging-drop,0
P09510,841,94.19,6.25,0.804,Mixed,HEPES,MPD,23.43,4.5,37,Sitting-drop,1
P09511,595,130.83,7.16,-0.605,Beta,Citrate,Ammonium sulfate,21.62,4.3,37,Dialysis,0
P09512,870,28.68,5.69,-0.274,Alpha,Tris,Ethanol,26.44,5.9,4,Microbatch,0
P09513,953,140.08,4.09,0.873,Mixed,Citrate,Ammonium sulfate,21.26,5.3,37,Free interface diffusion,0
P09514,579,142.34,6.88,0.593,Alpha,Citrate,MPD,15.8,6.7,25,Sitting-drop,1
P09515,106,131.44,4.78,0.813,Alpha,Phosphate,MPD,18.6,7.1,20,Sitting-drop,1
P09516,161,41.35,5.1,0.125,Alpha,Phosphate,PEG 3350,11.73,6.1,4,Sitting-drop,0
P09517,54,129.44,6.88,-0.514,Alpha,Tris,PEG 3350,31.65,6.1,37,Hanging-drop,0
P09518,459,77.16,9.2,-0.546,Alpha,Phosphate,PEG 3350,33.22,8.1,4,Microbatch,0
P09519,463,91.26,9.07,0.051,Beta,Phosphate,MPD,30.71,4.0,37,Free interface diffusion,0
P09520,231,126.89,9.79,0.848,Beta,Tris,Ethanol,21.21,9.5,25,Sitting-drop,1
P09521,62,9.29,6.9,0.263,Mixed,Tris,MPD,12.52,6.4,4,Dialysis,1
P09522,388,57.63,7.31,-0.931,Alpha,Citrate,MPD,38.69,7.2,20,Vapor diffusion,0
P09523,846,123.28,8.93,0.121,Alpha,Phosphate,PEG 3350,31.98,5.3,20,Dialysis,0
P09524,308,123.02,8.2,0.217,Mixed,Phosphate,Ethanol,32.16,5.2,20,Counter-diffusion,0
P09525,139,128.06,5.1,0.163,Alpha,Tris,Ammonium sulfate,26.86,7.7,4,Dialysis,1
P09526,665,29.54,6.39,0.382,Mixed,Citrate,PEG 3350,14.88,9.3,4,Hanging-drop,0
P09527,940,107.35,9.57,-0.413,Beta,Phosphate,MPD,11.4,9.0,37,Free interface diffusion,0
P09528,747,26.24,4.88,-0.712,Alpha,Tris,MPD,8.92,9.1,20,Batch under oil,0
P09529,299,118.84,5.26,0.5,Alpha,Citrate,Ethanol,26.82,6.8,37,Dialysis,1
P09530,304,40.54,6.4,-0.607,Alpha,Phosphate,Ammonium sulfate,11.27,6.0,20,Hanging-drop,0
P09531,637,111.98,9.64,-0.772,Alpha,Phosphate,Ethanol,18.13,8.2,20,Free interface diffusion,0
P09532,947,70.98,4.68,-0.281,Alpha,Tris,Ethanol,33.69,7.0,20,Vapor diffusion,1
P09533,157,148.01,8.04,0.666,Beta,Tris,Ammonium sulfate,15.15,8.5,4,Sitting-drop,1
P09534,717,89.08,4.79,-0.836,Alpha,HEPES,Ammonium sulfate,14.3,7.8,20,Free interface diffusion,0
P09535,643,96.72,7.15,-0.609,Alpha,Citrate,PEG 3350,30.11,6.0,4,Free interface diffusion,0
P09536,638,58.38,7.22,-0.049,Mixed,Tris,Ethanol,23.22,4.4,37,Free interface diffusion,1
P09537,534,111.51,4.26,-0.425,Beta,Citrate,PEG 3350,24.68,5.6,25,Batch under oil,0
P09538,307,76.76,9.72,0.443,Alpha,Tris,Ethanol,9.51,8.6,20,Batch under oil,0
P09539,688,7.62,8.84,0.35,Alpha,Citrate,Ethanol,15.0,6.5,4,Free interface diffusion,0
P09540,952,93.24,5.82,0.685,Beta,Citrate,PEG 3350,17.93,8.5,37,Free interface diffusion,0
P09541,331,125.42,4.78,-0.592,Mixed,Phosphate,PEG 3350,38.95,7.8,25,Free interface diffusion,0
P09542,137,39.34,6.07,0.298,Beta,Citrate,Ethanol,6.45,5.7,4,Sitting-drop,0
P09543,253,37.05,9.37,0.549,Beta,HEPES,MPD,34.93,6.4,37,Dialysis,1
P09544,65,93.29,4.8,-0.875,Mixed,Phosphate,Ammonium sulfate,9.38,7.6,25,Hanging-drop,0
P09545,200,123.61,6.1,-0.926,Beta,Citrate,Ethanol,39.57,8.8,37,Free interface diffusion,0
P09546,985,41.19,6.97,0.119,Mixed,Tris,PEG 3350,11.75,4.2,37,Sitting-drop,1
P09547,303,140.18,4.2,0.176,Mixed,HEPES,MPD,15.12,9.5,20,Batch under oil,1
P09548,237,139.47,5.61,-0.214,Alpha,Phosphate,Ethanol,34.03,6.2,25,Sitting-drop,0
P09549,378,34.08,7.57,-0.928,Alpha,Citrate,Ethanol,17.53,4.7,25,Sitting-drop,0
P09550,593,43.25,5.94,-0.196,Beta,Tris,MPD,27.69,5.8,25,Vapor diffusion,1
P09551,832,106.59,9.22,0.284,Alpha,Citrate,Ammonium sulfate,25.44,8.4,20,Hanging-drop,0
P09552,446,143.0,9.62,0.404,Mixed,HEPES,Ammonium sulfate,29.02,7.2,4,Vapor diffusion,1
P09553,566,107.93,6.65,-0.014,Mixed,Tris,Ammonium sulfate,33.82,4.6,37,Counter-diffusion,0
P09554,508,69.51,7.19,0.05,Beta,Tris,PEG 3350,15.48,6.1,4,Hanging-drop,1
P09555,379,29.51,7.78,0.345,Beta,Tris,Ammonium sulfate,35.58,4.3,20,Dialysis,0
P09556,869,71.85,7.99,-0.101,Alpha,Phosphate,MPD,39.13,4.4,37,Microbatch,0
P09557,894,92.98,4.38,-0.473,Beta,Phosphate,MPD,28.55,5.2,20,Vapor diffusion,0
P09558,218,52.99,4.32,-0.554,Beta,HEPES,Ethanol,24.81,5.9,37,Dialysis,1
P09559,742,78.99,9.19,0.506,Beta,Tris,Ammonium sulfate,39.42,7.8,20,Free interface diffusion,0
P09560,415,23.88,5.32,-0.025,Mixed,Citrate,PEG 3350,8.21,4.1,20,Free interface diffusion,0
P09561,227,70.57,7.5,0.248,Alpha,Citrate,MPD,18.46,5.7,20,Counter-diffusion,0
P09562,704,18.16,7.75,-0.058,Mixed,Phosphate,PEG 3350,13.26,6.0,20,Batch under oil,0
P09563,411,12.12,4.99,0.638,Mixed,Tris,MPD,7.86,5.7,37,Counter-diffusion,0
P09564,809,129.3,8.57,-0.006,Beta,HEPES,MPD,35.26,4.8,20,Hanging-drop,0
P09565,688,34.74,9.2,0.976,Mixed,Tris,MPD,17.01,8.7,37,Batch under oil,1
P09566,824,88.4,5.71,-0.515,Alpha,Tris,PEG 3350,9.83,5.8,4,Dialysis,0
P09567,89,26.6,9.27,-0.723,Alpha,Tris,MPD,18.4,8.6,25,Vapor diffusion,1
P09568,973,43.07,4.49,-0.253,Alpha,Phosphate,MPD,18.29,5.0,25,Sitting-drop,0
P09569,465,57.39,8.8,0.837,Mixed,Citrate,MPD,9.42,8.0,20,Counter-diffusion,0
P09570,404,25.83,7.84,0.705,Mixed,Citrate,PEG 3350,23.63,5.1,37,Sitting-drop,1
P09571,304,11.66,7.5,-0.505,Mixed,HEPES,MPD,8.58,5.9,37,Dialysis,1
P09572,192,132.19,5.38,0.199,Alpha,Phosphate,MPD,12.09,7.7,25,Free interface diffusion,0
P09573,801,6.72,6.17,0.178,Alpha,HEPES,Ammonium sulfate,30.31,7.0,37,Sitting-drop,1
P09574,789,13.89,9.46,-0.413,Alpha,HEPES,MPD,15.63,5.5,20,Free interface diffusion,0
P09575,902,121.74,6.79,-0.529,Mixed,Phosphate,Ethanol,27.58,8.8,37,Dialysis,1
P09576,759,45.89,7.57,-0.22,Alpha,Citrate,Ethanol,12.37,6.6,25,Sitting-drop,0
P09577,626,109.81,9.62,0.577,Alpha,Citrate,MPD,23.52,8.3,25,Free interface diffusion,0
P09578,949,26.2,6.8,-0.617,Beta,Citrate,MPD,8.61,8.7,25,Microbatch,0
P09579,60,39.41,6.33,-0.109,Mixed,Phosphate,Ethanol,6.51,6.5,25,Sitting-drop,1
P09580,669,88.05,9.36,-0.037,Mixed,Phosphate,Ethanol,24.25,5.8,4,Vapor diffusion,1
P09581,75,148.35,9.47,0.878,Alpha,Phosphate,PEG 3350,32.24,7.0,4,Hanging-drop,0
P09582,470,15.65,6.13,-0.393,Beta,Citrate,Ethanol,29.63,4.5,20,Batch under oil,0
P09583,712,63.08,7.55,-0.961,Beta,HEPES,PEG 3350,32.05,7.8,25,Vapor diffusion,1
P09584,270,11.25,9.78,0.387,Alpha,Citrate,Ethanol,21.96,8.1,20,Microbatch,0
P09585,902,33.89,4.33,0.512,Beta,HEPES,MPD,29.38,4.6,4,Vapor diffusion,1
P09586,545,136.58,4.24,0.406,Alpha,Citrate,MPD,7.86,5.6,20,Dialysis,0
P09587,286,18.99,7.1,0.401,Mixed,Tris,Ethanol,34.23,8.2,25,Counter-diffusion,0
P09588,286,129.24,5.75,-0.034,Beta,Phosphate,Ethanol,16.86,5.7,4,Free interface diffusion,0
P09589,268,30.78,7.49,-0.963,Beta,HEPES,Ethanol,35.59,7.4,4,Sitting-drop,1
P09590,536,129.96,8.35,0.46,Beta,HEPES,Ethanol,25.23,7.3,37,Hanging-drop,1
P09591,985,83.01,4.41,0.873,Alpha,Citrate,MPD,8.5,5.4,25,Sitting-drop,0
P09592,510,132.34,9.29,-0.685,Mixed,HEPES,PEG 3350,19.66,8.2,4,Microbatch,1
P09593,712,27.0,5.66,-0.864,Beta,Tris,Ammonium sulfate,33.16,6.7,20,Batch under oil,0
P09594,684,115.5,6.29,-0.47,Mixed,HEPES,Ammonium sulfate,13.49,4.7,37,Free interface diffusion,0
P09595,193,103.7,6.02,0.7,Mixed,HEPES,PEG 3350,11.38,4.6,20,Vapor diffusion,1
P09596,238,83.73,9.04,-0.788,Beta,Tris,Ethanol,5.61,9.0,25,Free interface diffusion,0
P09597,304,122.54,5.02,0.43,Mixed,Phosphate,PEG 3350,29.09,6.1,20,Batch under oil,1
P09598,117,99.0,4.17,-0.874,Alpha,Citrate,MPD,18.14,7.0,37,Hanging-drop,0
P09599,665,132.17,9.83,-0.934,Alpha,Citrate,PEG 3350,11.13,7.5,4,Free interface diffusion,0
P09600,385,60.25,9.88,0.783,Alpha,Phosphate,Ammonium sulfate,26.03,8.0,20,Batch under oil,0
P09601,720,90.54,5.55,0.541,Mixed,Tris,PEG 3350,10.03,6.3,20,Hanging-drop,1
P09602,870,131.24,4.06,0.197,Alpha,Phosphate,Ethanol,30.36,6.7,20,Microbatch,0
P09603,923,36.15,7.88,-0.656,Beta,HEPES,PEG 3350,25.41,8.0,4,Counter-diffusion,1
P09604,458,75.43,7.89,-0.442,Mixed,Citrate,Ammonium sulfate,13.65,7.6,25,Batch under oil,0
P09605,349,144.31,9.64,-0.903,Alpha,Citrate,Ethanol,35.6,7.4,25,Counter-diffusion,0
P09606,957,73.67,5.79,0.291,Alpha,Citrate,MPD,24.57,6.1,20,Hanging-drop,0
P09607,651,41.66,5.14,0.372,Alpha,Tris,Ammonium sulfate,9.51,9.3,25,Vapor diffusion,0
P09608,406,55.91,7.7,-0.346,Alpha,Tris,Ethanol,30.16,5.0,25,Dialysis,0
P09609,305,133.34,7.38,-0.323,Beta,HEPES,Ethanol,16.01,4.6,20,Dialysis,1
P09610,402,143.46,8.31,0.258,Alpha,Tris,MPD,32.12,5.6,20,Free interface diffusion,0
P09611,781,142.77,9.31,0.891,Beta,Tris,Ammonium sulfate,19.05,5.4,20,Hanging-drop,0
P09612,570,106.35,7.36,-0.211,Mixed,Tris,Ammonium sulfate,7.64,9.3,4,Counter-diffusion,0
P09613,573,78.89,4.9,-0.013,Beta,Phosphate,PEG 3350,27.06,4.0,20,Counter-diffusion,0
P09614,886,31.49,7.59,0.397,Alpha,Phosphate,PEG 3350,15.86,8.8,37,Hanging-drop,0
P09615,999,22.87,6.24,-0.315,Alpha,Citrate,Ethanol,37.97,6.2,25,Sitting-drop,0
P09616,805,13.67,6.72,0.738,Mixed,Tris,Ethanol,34.05,7.1,37,Hanging-drop,1
P09617,743,7.57,9.76,0.692,Beta,Tris,Ethanol,17.39,7.8,25,Sitting-drop,1
P09618,333,132.33,7.33,0.349,Alpha,Citrate,Ethanol,5.91,4.2,25,Vapor diffusion,0
P09619,361,122.32,4.9,0.074,Beta,Tris,MPD,23.82,6.8,20,Vapor diffusion,1
P09620,148,87.33,6.66,0.967,Alpha,Phosphate,PEG 3350,27.6,4.2,25,Microbatch,0
P09621,246,149.81,5.37,0.405,Mixed,Tris,MPD,28.9,4.5,4,Vapor diffusion,1
P09622,531,143.19,4.81,0.286,Beta,Phosphate,MPD,17.23,7.5,20,Sitting-drop,1
P09623,927,99.99,8.27,0.754,Alpha,Phosphate,PEG 3350,9.95,5.5,25,Counter-diffusion,0
P09624,275,72.36,7.77,0.11,Mixed,Citrate,Ammonium sulfate,24.58,4.8,20,Free interface diffusion,0
P09625,894,27.06,6.99,-0.514,Alpha,HEPES,PEG 3350,22.06,4.3,25,Counter-diffusion,0
P09626,664,79.76,6.54,-0.724,Alpha,Tris,MPD,39.79,8.4,37,Dialysis,0
P09627,667,27.87,5.93,-0.058,Mixed,HEPES,Ethanol,25.11,7.5,4,Free interface diffusion,1
P09628,414,62.78,4.53,0.031,Beta,HEPES,PEG 3350,11.36,4.2,4,Sitting-drop,0
P09629,417,141.68,5.8,0.655,Beta,HEPES,MPD,17.65,7.5,37,Batch under oil,1
P09630,619,54.59,9.03,-0.721,Mixed,Citrate,MPD,23.59,4.6,4,Sitting-drop,1
P09631,639,27.15,8.7,0.362,Mixed,HEPES,Ethanol,34.32,5.8,25,Sitting-drop,1
P09632,124,89.45,9.83,-0.392,Mixed,Citrate,Ammonium sulfate,21.83,7.6,25,Batch under oil,1
P09633,91,92.34,7.94,0.878,Mixed,Tris,MPD,33.02,5.6,25,Vapor diffusion,1
P09634,471,33.1,7.32,-0.059,Beta,HEPES,MPD,10.45,8.2,37,Vapor diffusion,0
P09635,885,33.51,5.78,0.245,Mixed,Phosphate,Ammonium sulfate,18.37,6.9,37,Batch under oil,1
P09636,230,148.48,4.46,0.3,Mixed,HEPES,MPD,23.17,5.4,4,Batch under oil,1
P09637,594,40.28,7.71,-0.818,Beta,HEPES,PEG 3350,5.83,7.1,25,Free interface diffusion,0
P09638,120,126.54,6.93,0.704,Alpha,Phosphate,PEG 3350,31.57,4.2,25,Batch under oil,0
P09639,617,73.2,8.55,-0.672,Alpha,Tris,MPD,34.13,6.4,37,Counter-diffusion,0
P09640,154,68.07,6.47,-0.205,Beta,Phosphate,MPD,16.34,5.8,20,Batch under oil,0
P09641,249,47.77,9.91,0.345,Beta,Tris,Ammonium sulfate,38.53,6.3,4,Batch under oil,0
P09642,150,117.2,6.39,-0.89,Beta,Citrate,Ethanol,30.57,7.4,25,Hanging-drop,0
P09643,817,132.7,6.0,0.161,Beta,Citrate,PEG 3350,34.03,6.3,25,Microbatch,0
P09644,356,42.86,9.23,-0.18,Mixed,Phosphate,Ammonium sulfate,27.92,7.0,20,Free interface diffusion,1
P09645,635,18.79,6.37,-0.872,Mixed,Citrate,Ethanol,33.68,4.6,4,Sitting-drop,0
P09646,732,24.85,9.23,0.453,Beta,Phosphate,PEG 3350,39.41,5.7,4,Hanging-drop,0
P09647,426,119.96,4.16,0.003,Alpha,Citrate,PEG 3350,34.73,6.3,4,Free interface diffusion,0
P09648,704,68.19,8.16,-0.393,Alpha,Phosphate,MPD,21.58,4.3,37,Free interface diffusion,0
P09649,727,24.13,4.43,-0.831,Beta,Phosphate,Ethanol,27.27,9.2,20,Free interface diffusion,0
P09650,448,54.34,4.89,0.095,Beta,Citrate,MPD,25.29,9.0,20,Sitting-drop,0
P09651,822,79.56,8.2,-0.388,Alpha,Citrate,Ammonium sulfate,22.79,5.8,4,Batch under oil,0
P09652,270,128.55,5.74,0.893,Alpha,Tris,Ethanol,31.94,7.5,25,Hanging-drop,0
P09653,644,98.05,5.26,0.183,Mixed,Phosphate,Ethanol,20.35,6.6,37,Counter-diffusion,1
P09654,231,30.52,8.81,-0.43,Alpha,HEPES,MPD,15.84,7.1,20,Free interface diffusion,1
P09655,356,28.01,9.68,0.057,Alpha,HEPES,PEG 3350,6.48,4.7,37,Counter-diffusion,0
P09656,571,64.79,5.39,0.079,Alpha,HEPES,PEG 3350,8.08,7.0,37,Dialysis,1
P09657,445,15.9,5.9,0.454,Alpha,Phosphate,MPD,12.76,5.4,37,Counter-diffusion,0
P09658,53,114.56,8.28,0.804,Mixed,Tris,Ammonium sulfate,10.39,7.4,20,Microbatch,1
P09659,912,63.21,8.89,0.925,Mixed,Tris,MPD,6.0,8.2,20,Free interface diffusion,0
P09660,963,54.74,9.99,0.436,Mixed,Phosphate,Ethanol,29.36,9.0,37,Sitting-drop,1
P09661,897,78.82,5.64,0.092,Alpha,Citrate,PEG 3350,31.61,4.2,20,Counter-diffusion,0
P09662,853,107.8,7.34,-0.55,Mixed,Citrate,Ammonium sulfate,17.4,6.9,25,Hanging-drop,1
P09663,330,87.56,4.8,-0.194,Beta,HEPES,Ethanol,39.52,6.2,25,Microbatch,0
P09664,264,121.35,5.99,-0.022,Mixed,Phosphate,MPD,25.58,5.2,25,Dialysis,1
P09665,659,96.26,4.27,-0.743,Alpha,HEPES,PEG 3350,8.5,5.5,4,Batch under oil,0
P09666,469,119.26,5.27,-0.487,Alpha,Tris,Ammonium sulfate,17.77,8.5,20,Sitting-drop,1
P09667,150,106.03,7.04,0.969,Beta,Phosphate,PEG 3350,25.39,8.1,25,Dialysis,0
P09668,570,33.0,4.98,0.513,Mixed,Phosphate,Ammonium sulfate,38.45,9.0,25,Batch under oil,0
P09669,622,12.59,9.34,-0.036,Beta,Tris,MPD,28.89,8.3,20,Vapor diffusion,1
P09670,358,135.99,8.26,-0.548,Alpha,HEPES,Ammonium sulfate,5.31,4.3,4,Microbatch,0
P09671,707,142.12,4.17,0.147,Mixed,Tris,Ethanol,28.43,4.6,37,Sitting-drop,1
P09672,988,110.41,9.26,-0.536,Mixed,HEPES,PEG 3350,27.93,7.7,37,Free interface diffusion,1
P09673,980,110.01,9.86,-0.614,Mixed,HEPES,Ammonium sulfate,35.16,7.6,25,Free interface diffusion,1
P09674,559,44.17,7.01,-0.812,Beta,HEPES,Ethanol,9.61,8.9,4,Hanging-drop,0
P09675,112,83.65,5.89,-0.308,Alpha,HEPES,PEG 3350,33.25,6.9,4,Batch under oil,0
P09676,682,148.87,5.58,0.083,Mixed,HEPES,MPD,35.65,7.2,20,Dialysis,1
P09677,275,129.14,4.52,-0.681,Beta,HEPES,Ethanol,33.07,6.9,37,Hanging-drop,0
P09678,154,49.14,6.95,-0.599,Beta,HEPES,Ethanol,19.36,7.7,20,Sitting-drop,1
P09679,821,48.65,4.3,-0.218,Mixed,Citrate,PEG 3350,29.19,6.2,4,Sitting-drop,1
P09680,910,75.12,7.02,-0.021,Beta,Tris,MPD,33.61,7.4,4,Vapor diffusion,1
P09681,474,63.67,5.52,0.525,Alpha,Tris,Ammonium sulfate,38.13,6.7,37,Batch under oil,0
P09682,304,58.82,6.86,0.133,Mixed,HEPES,Ethanol,16.69,9.2,20,Vapor diffusion,1
P09683,478,95.91,6.51,0.235,Beta,Tris,PEG 3350,12.26,6.3,25,Counter-diffusion,0
P09684,483,6.67,5.83,0.392,Beta,Citrate,PEG 3350,31.48,4.7,4,Vapor diffusion,0
P09685,256,115.68,6.69,-0.098,Mixed,Tris,PEG 3350,8.41,8.5,37,Dialysis,1
P09686,77,112.31,6.84,-0.314,Beta,Citrate,Ammonium sulfate,24.7,6.8,20,Sitting-drop,1
P09687,731,125.4,9.0,0.601,Alpha,Citrate,PEG 3350,35.12,4.9,25,Dialysis,0
P09688,385,127.01,7.99,0.657,Beta,HEPES,Ammonium sulfate,12.8,9.1,4,Free interface diffusion,0
P09689,637,87.13,6.6,-0.692,Alpha,Tris,MPD,18.58,4.7,37,Sitting-drop,1
P09690,677,118.11,9.43,0.907,Mixed,Tris,Ammonium sulfate,33.85,4.4,20,Microbatch,0
P09691,118,76.4,8.53,0.86,Mixed,Citrate,PEG 3350,22.58,5.5,20,Dialysis,1
P09692,915,142.97,4.45,0.742,Beta,HEPES,PEG 3350,11.22,7.6,25,Dialysis,1
P09693,795,32.65,4.92,-0.155,Alpha,HEPES,Ethanol,7.94,4.6,25,Sitting-drop,0
P09694,562,137.76,4.49,0.684,Beta,Citrate,Ammonium sulfate,24.5,9.3,37,Dialysis,0
P09695,216,42.49,5.91,0.256,Alpha,Phosphate,Ethanol,5.76,6.9,25,Hanging-drop,0
P09696,913,19.89,6.61,-0.589,Mixed,Phosphate,Ammonium sulfate,16.9,7.2,20,Microbatch,1
P09697,779,68.67,7.03,0.55,Mixed,Tris,PEG 3350,26.42,9.2,25,Hanging-drop,1
P09698,834,94.16,9.11,-0.188,Mixed,HEPES,Ethanol,5.19,6.6,37,Microbatch,1
P09699,417,38.49,4.11,-0.416,Mixed,Citrate,Ethanol,35.38,7.8,4,Free interface diffusion,0
P09700,300,85.59,6.57,0.757,Alpha,Phosphate,MPD,38.49,4.2,37,Batch under oil,0
P09701,908,122.14,6.47,0.725,Alpha,HEPES,MPD,19.37,4.2,37,Free interface diffusion,0
P09702,905,42.28,9.68,0.729,Beta,Phosphate,PEG 3350,6.42,8.1,25,Sitting-drop,0
P09703,980,89.15,5.45,0.719,Beta,Citrate,PEG 3350,14.8,9.2,37,Dialysis,0
P09704,735,54.2,4.73,0.108,Beta,HEPES,Ethanol,28.21,8.0,4,Microbatch,1
P09705,219,81.82,4.85,0.234,Beta,HEPES,MPD,6.5,4.8,25,Free interface diffusion,0
P09706,807,101.7,7.12,0.898,Beta,Phosphate,PEG 3350,34.9,8.6,4,Sitting-drop,0
P09707,984,55.81,6.35,-0.741,Beta,HEPES,PEG 3350,33.12,7.3,25,Free interface diffusion,0
P09708,139,149.2,8.52,0.613,Mixed,HEPES,MPD,21.19,4.4,4,Microbatch,1
P09709,610,86.75,5.94,0.053,Alpha,Citrate,MPD,31.97,6.1,25,Dialysis,0
P09710,495,124.55,4.77,0.957,Beta,Phosphate,Ammonium sulfate,10.95,8.3,37,Microbatch,0
P09711,343,110.14,6.32,0.278,Alpha,HEPES,PEG 3350,38.48,5.1,37,Hanging-drop,0
P09712,968,128.66,9.3,-0.675,Mixed,Tris,MPD,22.42,8.5,25,Free interface diffusion,1
P09713,199,30.2,6.43,0.631,Alpha,Tris,Ammonium sulfate,39.48,7.2,4,Free interface diffusion,0
P09714,181,37.27,9.0,0.345,Mixed,Tris,MPD,23.43,6.5,25,Microbatch,1
P09715,482,75.67,6.23,-0.702,Alpha,HEPES,Ammonium sulfate,29.83,4.0,37,Batch under oil,0
P09716,108,128.59,5.69,-0.982,Mixed,Tris,PEG 3350,32.99,5.4,20,Microbatch,0
P09717,885,33.65,8.65,0.087,Mixed,HEPES,MPD,32.69,8.5,25,Free interface diffusion,0
P09718,248,145.8,5.26,-0.517,Mixed,HEPES,MPD,30.79,4.6,20,Batch under oil,0
P09719,264,23.5,5.39,0.734,Mixed,Citrate,PEG 3350,9.78,6.8,25,Sitting-drop,1
P09720,947,30.39,4.3,-0.498,Beta,Tris,Ethanol,19.31,4.2,20,Batch under oil,0
P09721,610,29.25,5.13,0.326,Beta,Citrate,Ammonium sulfate,23.96,5.4,25,Counter-diffusion,0
P09722,521,89.97,6.27,-0.31,Mixed,Phosphate,Ammonium sulfate,29.79,4.9,25,Microbatch,0
P09723,793,138.04,6.4,-0.299,Alpha,Phosphate,MPD,18.86,6.3,25,Batch under oil,0
P09724,296,41.99,6.52,-0.636,Alpha,HEPES,PEG 3350,24.5,7.3,20,Batch under oil,1
P09725,431,85.19,6.88,0.005,Beta,HEPES,PEG 3350,19.83,6.4,25,Microbatch,1
P09726,288,30.49,7.43,0.159,Alpha,Citrate,Ethanol,29.97,8.5,37,Counter-diffusion,0
P09727,976,96.51,5.14,0.162,Mixed,HEPES,PEG 3350,7.77,4.9,20,Sitting-drop,1
P09728,416,22.87,7.68,0.713,Mixed,Phosphate,PEG 3350,30.0,7.4,37,Vapor diffusion,1
P09729,217,76.24,6.02,0.305,Alpha,Citrate,Ethanol,34.35,8.7,37,Batch under oil,0
P09730,609,100.0,8.4,0.48,Beta,Tris,Ammonium sulfate,5.44,7.3,37,Hanging-drop,0
P09731,100,88.97,7.34,-0.353,Beta,Phosphate,PEG 3350,23.71,6.5,37,Sitting-drop,1
P09732,860,25.3,7.33,-0.159,Alpha,HEPES,PEG 3350,13.77,8.1,4,Vapor diffusion,0
P09733,659,28.4,8.11,-0.963,Beta,HEPES,Ammonium sulfate,20.14,4.5,25,Counter-diffusion,0
P09734,777,102.35,6.0,-0.842,Alpha,Citrate,Ammonium sulfate,31.1,9.3,4,Batch under oil,0
P09735,738,122.29,6.58,-0.23,Alpha,HEPES,Ethanol,32.14,5.9,4,Counter-diffusion,0
P09736,429,136.67,7.5,-0.581,Beta,Phosphate,Ammonium sulfate,19.06,5.1,37,Batch under oil,0
P09737,523,122.97,6.53,0.626,Alpha,Tris,PEG 3350,8.2,9.3,25,Counter-diffusion,0
P09738,129,146.22,6.67,0.353,Beta,Tris,Ammonium sulfate,26.33,4.0,37,Microbatch,0
P09739,746,64.2,5.63,0.941,Mixed,Tris,MPD,14.77,8.3,4,Dialysis,1
P09740,416,53.02,5.72,0.774,Mixed,HEPES,Ethanol,9.07,6.3,25,Free interface diffusion,1
P09741,510,9.09,8.19,0.955,Beta,Citrate,PEG 3350,16.02,8.5,25,Batch under oil,0
P09742,960,70.23,4.03,-0.269,Alpha,Tris,Ethanol,25.31,8.7,37,Microbatch,0
P09743,588,99.45,4.57,-0.031,Mixed,Tris,Ethanol,36.8,5.7,20,Microbatch,0
P09744,501,123.23,9.69,-0.255,Alpha,HEPES,Ethanol,12.54,8.9,25,Counter-diffusion,0
P09745,513,43.78,5.12,0.929,Mixed,Citrate,Ethanol,31.74,9.4,25,Dialysis,0
P09746,527,79.47,6.51,-0.195,Beta,Citrate,Ethanol,35.18,9.2,37,Dialysis,0
P09747,975,100.99,9.1,-0.766,Alpha,Tris,Ammonium sulfate,10.18,6.9,20,Hanging-drop,0
P09748,469,84.98,4.0,-0.499,Beta,Phosphate,Ethanol,5.19,5.1,37,Sitting-drop,0
P09749,756,44.73,9.55,-0.15,Alpha,Citrate,Ethanol,38.09,8.4,37,Free interface diffusion,0
P09750,263,120.46,4.32,0.206,Mixed,Tris,Ethanol,8.44,9.2,20,Dialysis,1
P09751,418,30.14,5.03,0.236,Beta,Phosphate,MPD,10.65,9.3,20,Batch under oil,0
